# format of this file:
# evaluation_number 	[function_input_vector] 	 violation 	[properties] 	[function_output_vector] 	 evaluator_rank 	 evaluation_time 	 life_time 
778	<1.7701414856804262853984255,1.5,1.9473142074175711080386009,0,2.5027141623444455476032999,1.5,1,1.5,2,0.75,3.0378926571751443397317871,0,1.0871292246562100913820359,0,3.2967898826099886200324818,10.787717220420116603918359>	0	<>	<3,16.037700000000000954969437,-10.787699999999999178612597>	0	0.097223999999999990984100862	0
779	<1,1.5,1.6657940840276630467542418,0,3,1.5,1,1.5,2,0,3.5602236009716166087457623,0.75,1,10.281166677348625881904809,2,19.811398771008892794043277>	0	<>	<4,35.342599999999997351096681,-19.811399999999999010924512>	0	0.0990609999999999962794206	0
780	<3.0546663634558983702049773,1.5,1.9473142074175711080386009,0,2.5027141623444455476032999,1.5,1,1.5,2,0.75,3.0378926571751443397317871,0.75,1.1742584493124201827640718,0,2.5,10.167066639134226591068>	0	<>	<3,16.167100000000001358557711,-10.167099999999999582200871>	0	0.099404999999999993365307205	0
781	<1,5.2631307116305130477940111,1.9473142074175711080386009,0,3,1.5,1,1.5,4.6919923289408878019912663,0,3.0757853143502886794635742,1.5,1,0,1.1230507958089239739507548,1.5>	0	<>	<5,11.26313000000000030809133,-5.2631300000000003080913302>	0	0.099980999999999986549426012	0
782	<1,1.5,2,1.5,2.5027141623444455476032999,1.5,1,0,2,1.2754233004643689142199037,1.5472128184266447092909402,2.25,1,1.5,2,1.5>	0	<>	<3,11.025420000000000442241799,-2.25>	0	0.099471999999999990982324505	0
783	<1,1.5,2,1.5,2.0054283246888910952065999,1.5,1,0,2,1.875,1.5472128184266447092909402,1.5,1,1.5,2,1.5>	0	<>	<2,10.875,-1.875>	0	0.11100699999999999456612443	0
784	<2.0273331817279491851024886,1.5,2.4310334318403779008122001,0.75,3.7600210165884444535322473,1.5,1,1.5,2,1.5,3.3211355396528428052249637,0,1,0,2,0>	0	<>	<4,6.75,-1.5>	0	0.080037999999999998035349336	0
785	<1.7701414856804262853984255,0.75,2.3099752792029057957279292,0,3,1.5,1,1.5,1.8976783473732314888593464,0.63771165023218445710995184,2.9001421602414416689441623,0.75,1.0871292246562100913820359,0,3.9057773027450437552943185,6.4541839008530033083843591>	0	<>	<4,11.591891999999999640635906,-6.4541800000000000281374923>	0	0.098475999999999994094501687	0
786	<5.5004620888214379448299951,1.5,1.9473142074175711080386009,0,3.9945716753111089047934001,6.7869730489500676995362483,1,0.28350909987162076220101881,2,1.5,3.4873055294679033977445215,0,1,3.5399811919964765394297501,1,0>	0	<>	<6,13.610459000000000528984856,-6.7869700000000001693933882>	0	0.097569999999999990070165268	0
787	<1,0,2.1983023507978312061084125,0,1.7567854058611138690082498,1.5,1,1.5,2,1.2754233004643689142199037,2.7244990061325946584247504,1.5,1,1.5,3.2602590232902479705501264,0>	0	<>	<3,7.2754200000000004422417987,-1.5>	0	0.10080499999999999183319943	0
788	<1,0,2.1983023507978312061084125,0,2.75135708117222277380165,1.875,1,1.5,2,1.5,3.1282773326399162527877706,1.5,1,1.5,3.2602590232902479705501264,0>	0	<>	<3,7.875,-1.875>	0	0.10013799999999999090771752	0
789	<1,0,2.1983023507978312061084125,0,2.75135708117222277380165,1.875,1,1.5,2,2.0995766995356310857800963,2.2736064092133223546454701,1.5,1,1.5,3.2602590232902479705501264,0>	0	<>	<3,8.4745799999999995577582013,-2.0995800000000000018474111>	0	0.092374999999999998778754673	0
790	<1,2.25,1.7226689603285254559494888,0,3,1.5,1,1.5,2,1.5,2.8394322301735783753429132,0.75,1,1.5,4.2524622065259434222639356,0>	0	<>	<4,9,-2.25>	0	0.088844999999999993423038802	0
791	<1,1.5,4.4474483560526039127580589,0,3,1.875,1,1.5,2,0,3.5602236009716166087457623,0.75,1,2.8949905959982382697148751,2,0>	0	<>	<4,8.5199899999999999522515282,-2.8949899999999999522515282>	0	0.095985000000000000874855743	0
792	<3.1670297494179244779388682,1.5,3.4800099072069903272108604,83.968897298487789271348447,2.8756785405861116089454299,1.5,1,0,2,1.5,3.1274898569693272420977337,0,1,1.5,2,7.9170666391342265910679998>	0	<>	<3,97.885970000000000368345354,-83.968900000000004979483492>	0	0.10745999999999999996447286	0
793	<1,1.5,1.9473142074175711080386009,0,3.4972858376555544523967001,0.75,1,1.5,2.1023216526267685111406536,1.5,2.7434453347201670503352489,1.5,1,1.5,2,15.477865451441779498509277>	0	<>	<3,23.727900000000001767830327,-15.477899999999999991473487>	0	0.099817999999999990068388911	0
794	<2.2760502461290688103190405,0,2.171959454506616538083108,0,2.0054283246888910952065999,1.5,1,1.5,2.1170886942454210100095224,1.5,2.8717226673600837472122294,12.383432273000213541536141,1,0,2.3669749480285564580128721,0>	0	<>	<3,16.883400000000001739408617,-12.383399999999999963051778>	0	0.090275999999999995138111331	0
795	<1.7701414856804262853984255,0,1,0,1,6.7869730489500676995362483,1,3.5207066981916828041221379,2,12.506096320113211817215415,3.1282773326399162527877706,100,1,0.75,1.5,14.011678990913406295248933>	0	<>	<3,137.57547999999999888132152,-100>	0	0.10554600000000000092903463	0
796	<3.1670297494179244779388682,2.25,2.003550163006200257598266,1.5,1.7426931457560010940710526,1.5,1,1.5,2,99.625,3,0,1,19.062333354697251763809618,2,0>	0	<>	<3,125.43729999999999336068868,-99.625>	0	0.079051999999999997270627716	0
797	<1,1.5,2,0,3.7600210165884444535322473,1.5,1,0,1.6930350421196944665780393,40.630281961467247242580925,1.5472128184266447092909402,1.5,1,1.5,2,1.5>	0	<>	<4,48.130299999999998306066118,-40.630299999999998306066118>	0	0.10150199999999999500577275	0
798	<1,1.5,2,1.5,3,1.5,1,1.5,2,1.5,3.0687494729383608671469119,0,1,6.6405833386743129409524045,3.0767715492759695194990854,1.5>	0	<>	<3,15.640579999999999927240424,-6.6405799999999999272404239>	0	0.098397999999999999354294289	0
799	<3.1670297494179244779388682,1.5,2.4310334318403779008122001,0,3.7600210165884444535322473,1.5,1,1.5,2,1.5,3.3211355396528428052249637,0,1,2.25,2,0>	0	<>	<4,8.25,-2.25>	0	0.11166799999999998949107294	0
800	<2.0273331817279491851024886,1.5,2.4310334318403779008122001,0,3.7600210165884444535322473,1.5,1,1.5,2,1.2002116502321844571099518,3.3211355396528428052249637,0,1,0,2,0>	0	<>	<4,5.7002100000000002211208994,-1.5>	0	0.10143399999999999638866655	0
801	<1,0,1.9736571037087855540193004,0.75,3.7459287564833316785950501,1.5,1,1.5,2,1.2754233004643689142199037,2.7244990061325946584247504,1.5,1,1.5,3.2602590232902479705501264,0>	0	<>	<4,8.0254200000000004422417987,-1.5>	0	0.09700599999999999500932546	0
802	<1,0,3.0254919951230947461340293,0,2.75135708117222277380165,1.875,1,1.5,2,1.5,3.1282773326399162527877706,1.5,1,1.5,3.2602590232902479705501264,0>	0	<>	<3,7.875,-1.875>	0	0.094919000000000086636475771	0
803	<1,2.25,1.7226689603285254559494888,0,3,1.5,1,1.5,2,0,2.8207070056125322921047882,0.75,1,1.5,4.2524622065259434222639356,0>	0	<>	<4,7.5,-2.25>	0	0.099489999999999995106136907	0
804	<1,2.25,2.1983023507978312061084125,0,2.75135708117222277380165,1.875,1,1.5,2,2.0995766995356310857800963,2.2736064092133223546454701,1.5,1,1.5,3.2602590232902479705501264,0>	0	<>	<3,10.724579999999999557758201,-2.25>	0	0.094057000000000001715960707	0
805	<1,1.5,4.4474483560526039127580589,0,3,1.5,1,0.8917545499358103811005094,2,0,3.5602236009716166087457623,0.75,1,2.8949905959982382697148751,2,0>	0	<>	<4,7.5367449999999998055955075,-2.8949899999999999522515282>	0	0.097379999999999994342303467	0
806	<1,1.5,1.9473142074175711080386009,0,3.9945716753111089047934001,0.75,1,0.28350909987162076220101881,2,1.5,3.4873055294679033977445215,0,1,3.5399811919964765394297501,1,0>	0	<>	<4,7.5734890000000003595914677,-3.5399799999999999045030563>	0	0.074481999999999992656540826	0
807	<1,1.5,2,1.5,2.0054283246888910952065999,1.5,1,0,2,1.875,1.5472128184266447092909402,1.5,1,1.5,2.4961015916178475038122997,1.5>	0	<>	<2,10.875,-1.875>	0	0.089954999999999993298693823	0
808	<1,1.5,2,1.5,2.0054283246888910952065999,1.5,1,0,2,1.2754233004643689142199037,1.5472128184266447092909402,2.25,1,1.5,2,1.5>	0	<>	<2,11.025420000000000442241799,-2.25>	0	0.10034599999999999075939172	0
809	<1,0.75,2.3099752792029057957279292,0,3,1.5,1,1.5,1.8976783473732314888593464,0,3.0757853143502886794635742,1.5,1,1.5,4.2524622065259434222639356,3.6699051824607451521842449>	0	<>	<4,10.419909999999999783426574,-3.6699099999999997834265741>	0	0.094657999999999992146726413	0
810	<1,1.5,2.3091762964307220862281156,0,2.0054283246888910952065999,2.25,1,1.5,2,0.45021165023218445710995184,3,0,1,0,1,0>	0	<>	<3,5.7002119999999996124984136,-2.25>	0	0.10017199999999999715516452	0
811	<1,5.2631307116305130477940111,1.9473142074175711080386009,0,3,1.5,1,1.5,4.6919923289408878019912663,0,3.0757853143502886794635742,1.5,1,0,1.1230507958089239739507548,22.771351362239265370135399>	0	<>	<5,32.534529999999996618953446,-22.771399999999999863575795>	0	0.086345999999999992202681653	0
812	<1,1.5,4.4474483560526039127580589,0,3,1.5,1,1.8041227250320948094497453,2,0,3.1020313234951029102148823,5.4417161365001067707680704,4.4263709229074281736870944,1.5,2,0>	0	<>	<4,11.745839999999999392343852,-5.4417200000000001125499693>	0	0.10196800000000005859135399	0
813	<3.0546663634558983702049773,0,2.4492904941780913041782242,1.5,3,99.25,1,1.5,2,1.5,3.4320213728617048332125705,0.75,1,0,2,0>	0	<>	<3,104.5,-99.25>	0	0.088914999999999994040322804	0
814	<1.7701414856804262853984255,0.75,2.3099752792029057957279292,0,3,25,1,1.5,2,1.2002116502321844571099518,2.9001421602414416689441623,0.75,1.0871292246562100913820359,0,3.9057773027450437552943185,6.4541839008530033083843591>	0	<>	<4,35.654389999999999361079972,-25>	0	0.078736000000000000431654712	0
815	<5.5004620888214379448299951,1.5,1.9473142074175711080386009,0,3.9945716753111089047934001,6.7869730489500676995362483,1,0.28350909987162076220101881,2,1.5,3.4873055294679033977445215,0,1,3.5399811919964765394297501,2.322759139727398114416701,0>	0	<>	<6,13.610459000000000528984856,-6.7869700000000001693933882>	0	0.095579999999999998294697434	0
816	<3.0546663634558983702049773,1.5,3.1660627563733427791703434,43.859448649243894635674224,2.4886219022393327726661028,1.5,1,1.5,2,0.75,3.0378926571751443397317871,0,1.1742584493124201827640718,0,2.5,10.167066639134226591068>	0	<>	<3,59.276499999999998635757947,-43.859400000000000829913915>	0	0.10533999999999998919975042	0
817	<1,1.5,4.4474483560526039127580589,0,3,1.5,1,1.5,2,0,3.5602236009716166087457623,0.75,1,10.281166677348625881904809,2,0>	0	<>	<4,15.531200000000000116529009,-10.281200000000000116529009>	0	0.12176700000000000023714364	0
818	<1.7701414856804262853984255,1.5,1.9473142074175711080386009,0,2.5027141623444455476032999,1.5,1,1.5,2,21.440140980733623621290462,3.0378926571751443397317871,0,1.0871292246562100913820359,0,3.2967898826099886200324818,10.787717220420116603918359>	0	<>	<3,36.727800000000002000888344,-21.440100000000001045918907>	0	0.10354299999999999615241109	0
819	<1.7701414856804262853984255,1.5,1.9473142074175711080386009,0,2.5027141623444455476032999,1.5,1,1.5,2,0.75,3.0378926571751443397317871,0,1,0,3.1262311032629717111319678,1.5>	0	<>	<3,6.75,-1.5>	0	0.090985999999999997434052545	0
820	<2.2760502461290688103190405,0,1.8745059283098699509650942,0,2.0054283246888910952065999,1.5,1,1.5,2.1170886942454210100095224,1.5,2.8717226673600837472122294,12.383432273000213541536141,1,0,2.3669749480285564580128721,0>	0	<>	<3,16.883400000000001739408617,-12.383399999999999963051778>	0	0.079009999999999996900257315	0
821	<1,0,2.1983023507978312061084125,0,3,1.5,1,0,2.9004158540165128066234956,13.301864475268809329122632,2.8890473369239701995070391,1.125,1,1.5,3.2602590232902479705501264,0>	0	<>	<3,17.426899999999999835154085,-13.301899999999999835154085>	0	0.096774999999999999911182158	0
822	<1,0,2.4118982112439804055270542,0,3,1.5,1,1.5,2,0,2.7434453347201670503352489,1.125,1.1742584493124201827640718,0,1.0805147040311782191679413,15.477865451441779498509277>	0	<>	<3,19.602900000000001767830327,-15.477899999999999991473487>	0	0.097767999999999993798738274	0
823	<1,1.5,4.4474483560526039127580589,0,3,1.5,1,0.28350909987162076220101881,1.7953566947464629777186929,0.30084660092873805048441227,3,1.5,1,1.5,1.816512525985721770993564,17.334133278268453182136>	0	<>	<4,23.918455999999999050942279,-17.33409999999999939745976>	0	0.074805000000000010373923942	0
824	<1,1.5,1,1.5,3,1.5,1,0.28350909987162076220101881,1.7953566947464629777186929,0.30084660092873805048441227,3,1.5,1,1.5,2.0615253979044618759530749,17.334133278268453182136>	0	<>	<3,25.418455999999999050942279,-17.33409999999999939745976>	0	0.094769999999999993134380816	0
825	<1.1925353714201065713496064,1.5,1.8567979302230748217539258,0,3,1.5,1,1.5,1.8976783473732314888593464,1.5,2.7434453347201670503352489,1.5,1,0.75,2.4597426479844108904160294,18.620360421945974849222694>	0	<>	<3,26.870400000000000062527761,-18.620400000000000062527761>	0	0.096482999999999999318767152	0
826	<2.1396965676899752928363796,0,2.7697370345359608734270296,84.718897298487789271348447,1.4799579668231110929355054,1.5,1,1.5,2.1170886942454210100095224,1.5,3.4320213728617048332125705,0.75,1,0,1,46.12623604404564048309112>	0	<>	<3,136.09510000000000218278728,-84.718900000000004979483492>	0	0.098408999999999996477484387	0
827	<3.0546663634558983702049773,1.5,1.9473142074175711080386009,0,3.4972858376555544523967001,0.75,1,1.5,2,1.5376058251160922285549759,2.5237892938495676276033919,2.25,1,0,3.1301295116451237632304583,21.67394364318994348650449>	0	<>	<3,29.211510000000000530917532,-21.673899999999999721467248>	0	0.096173999999999995602628644	0
828	<1,0,2.6881354075306491679953069,1.5,3,1.5,1,1.5,2,1.5,2.8221075606096919230481035,1.5,1,1.5,2.1551700115373448873867801,2.4985807283367407194418774>	0	<>	<3,11.498580000000000467252903,-2.4985800000000000231636932>	0	0.097000999999999990008880957	0
829	<1,80.601674548979701739881421,1,2.4006814590658440700110532,3,0,3.2615295494087179761777406,0,1.7953566947464629777186929,1.5,3,0,4.4263709229074281736870944,0,2,1.5>	0	<>	<4,86.002380000000002269189281,-80.601699999999993906385498>	0	0.10104099999999999193178724	0
830	<1,0,2.9237779226468543214423335,0,3,1.5,1,0.28350909987162076220101881,1.7953566947464629777186929,0.30084660092873805048441227,3.720866475328042710657428,0.75,1,0.375,1.816512525985721770993564,27.117048511830880386241915>	0	<>	<4,30.326356000000000534555511,-27.117000000000000881072992>	0	0.10114399999999999779642934	0
831	<1,0,3.9754733572658018658785295,0,3,1.5,1,0.28350909987162076220101881,1.7953566947464629777186929,0.30084660092873805048441227,3,1.5,1.0871292246562100913820359,1.5,1.816512525985721770993564,27.117048511830880386241915>	0	<>	<4,32.201355999999996981841832,-27.117000000000000881072992>	0	0.10234100000000000141309187	0
832	<1,0,1.0276845105237721877955437,0,3,1.5,1,1.5,2,0,3.099230213500782760149832,1.5,1,1.5,2,29.294208600089984173564517>	0	<>	<3,35.294199999999996464339347,-29.294200000000000017053026>	0	0.098331000000000001737276989	0
833	<1.3850707428402131426992128,0,1.2226689603285254559494888,0,1.7567854058611138690082498,1.5,1,1.5,2.275896752316165283502869,1.5,3,0,1.6095073578690679561020715,0,1,32.116390393402610925477347>	0	<>	<3,36.616399999999998726707418,-32.116399999999998726707418>	0	0.097901000000000015788259589	0
834	<3.0546663634558983702049773,0,1.321820135727441059003695,0,3,1.5,1,0.28350909987162076220101881,4.6919923289408878019912663,0.52542330046436891421990367,4.0450199012039318446909419,1.5,1,1.5,4.2524622065259434222639356,0>	0	<>	<5,5.3089320000000004284856914,-1.5>	0	0.099317999999999989624299701	0
835	<1,1.5,3.0687365384248490585150648,1.5,3,1.5,1,1.5,2,1.5,3,1.5,1,36.624666709394503527619236,2,1.5>	0	<>	<3,47.124699999999997146460373,-36.624699999999997146460373>	0	0.084253999999999995562660615	0
836	<2.0273331817279491851024886,0.75,2.2864041395538503564921484,0.75,3,1.5,1,0,2,40.630281961467247242580925,1.5472128184266447092909402,1.5,1,1.5,2.0615253979044618759530749,17.334133278268453182136>	0	<>	<3,63.964399999999997703525878,-40.630299999999998306066118>	0	0.096948999999999993515409358	0
837	<1,1.875,1.4995868231342579512954671,0,3.8843424760023328445868174,1.6875,1,0,1.6928235023249049717719572,40.630281961467247242580925,1.5472128184266447092909402,1.5,1,1.5,2,0>	0	<>	<4,47.192799999999998306066118,-40.630299999999998306066118>	0	0.097739999999999993551824673	0
838	<1,1.125,4.4474483560526039127580589,0,3,1.5,1,1.5,2,0,3,42.409966945489856016138219,4.4263709229074281736870944,1.5,2,0>	0	<>	<4,48.034999999999996589394868,-42.409999999999996589394868>	0	0.093419000000000002037481295	0
839	<3.1670297494179244779388682,0,2.1290442346963303066331719,0,3.3800105082942222267661236,1.5,5.9258648774357816080282646,1.5,2,0.9375,3,1.5,1,0.48000940400176173028512494,4.1671828168524349678136787,42.542702724478530740270799>	0	<>	<6,48.460208999999998980001692,-42.542700000000003512923286>	0	0.10149099999999999788258265	0
840	<1,1.5,3.3137468222563608577502237,2.4006814590658440700110532,3,1.5,1,1.5,2,1.5,3.0641386663199581263938853,0.75,1,1.5,2.8854612190674342464546953,43.002348120092577232753683>	0	<>	<3,53.652979999999999449755705,-43.00229999999999819237928>	0	0.096902999999999989144683354	0
841	<1,2.25,3.6528367543926405502929811,1.5,3,1.5,1,1.5,2,1.5,2.8221075606096919230481035,2.25,1,0,2,43.752348120092577232753683>	0	<>	<4,54.25229999999999819237928,-43.75229999999999819237928>	0	0.095577999999999996294519633	0
842	<1.7701414856804262853984255,1.5,1.9473142074175711080386009,0,2.5027141623444455476032999,1.5,1,1.5,2,0.75,3.5922929341315956719427049,51.5,1,0,3.1262311032629717111319678,11.586971821594971743252245>	0	<>	<4,68.337000000000003296918294,-51.5>	0	0.098043999999999992267518678	0
843	<1,0,1.6352621040180148614950895,0,7.2730140680321557766774276,48.875,1,1.5,2,1.5,3,0,1,1.5,2.042284183020137255937243,5.8335333195671132955339999>	0	<>	<7,59.208530000000003212790034,-48.875>	0	0.098686999999999996946442593	0
844	<1,1.5,2,1.5,3,1.5,1,1.5,2,1.5,2.1000991865760179067024183,2.25,1,0,2,1.5>	0	<>	<3,11.25,-2.25>	0	0.10516300000000000647304432	0
845	<1.7701414856804262853984255,1.5,2,1.5,3,1.5,1,1.5,2,1.5,3.0687494729383608671469119,0,1,6.6405833386743129409524045,3.0767715492759695194990854,10.836971821594971743252245>	0	<>	<3,24.977579999999999671445039,-10.836999999999999744204615>	0	0.07962500000000000133226763	0
846	<1,1.5,1.9473142074175711080386009,0,3.4972858376555544523967001,0.75,1,1.5,2.1023216526267685111406536,100,2.7434453347201670503352489,1.5,1,1.5,2,15.477865451441779498509277>	0	<>	<3,122.22790000000000532054401,-100>	0	0.11723299999999998999289375	0
847	<3.1670297494179244779388682,1.5,3.4800099072069903272108604,83.968897298487789271348447,2.8756785405861116089454299,1.5,1,0,2,1.78125,3.3678827065417467068186852,6.1917161365001067707680704,1,1.5,2,7.9170666391342265910679998>	0	<>	<3,104.358940000000004033609,-83.968900000000004979483492>	0	0.10037499999999999200639422	0
848	<2.0835148747089622389694341,1.5,1.3740927514441279022605613,0,3.7600210165884444535322473,1.5,5.9258648774357816080282646,16.908787066249075792256917,2,1.5,3.0701455420966472509292089,1.5,1,1.5,2,43.292702724478530740270799>	0	<>	<6,67.701499999999995793587004,-43.292700000000003512923286>	0	0.10753599999999999270450246	0
